date,gap_days,year,month
2020-08-02,3.0,2020,8
2020-08-02,0.0,2020,8
2020-08-08,6.0,2020,8
2020-08-08,0.0,2020,8
2020-08-11,3.0,2020,8
2020-08-11,0.0,2020,8
2020-08-11,0.0,2020,8
2020-08-14,3.0,2020,8
2020-08-14,0.0,2020,8
2020-08-20,6.0,2020,8
2020-08-20,0.0,2020,8
2020-08-20,0.0,2020,8
2020-08-23,3.0,2020,8
2020-08-25,2.0,2020,8
2020-08-25,0.0,2020,8
2020-08-26,1.0,2020,8
2020-08-26,0.0,2020,8
2020-08-29,3.0,2020,8
2020-08-29,0.0,2020,8
2020-09-01,3.0,2020,9
2020-09-01,0.0,2020,9
2020-09-03,2.0,2020,9
2020-09-03,0.0,2020,9
2020-09-04,1.0,2020,9
2020-09-07,3.0,2020,9
2020-09-07,0.0,2020,9
2020-09-13,6.0,2020,9
2020-09-13,0.0,2020,9
2020-09-16,3.0,2020,9
2020-09-16,0.0,2020,9
2020-09-19,3.0,2020,9
2020-09-19,0.0,2020,9
2020-09-22,3.0,2020,9
2020-09-22,0.0,2020,9
2020-09-25,3.0,2020,9
2020-09-25,0.0,2020,9
2020-09-28,3.0,2020,9
2020-10-01,3.0,2020,10
2020-10-01,0.0,2020,10
2020-10-01,0.0,2020,10
2020-10-01,0.0,2020,10
2020-10-06,5.0,2020,10
2020-10-06,0.0,2020,10
2020-10-07,1.0,2020,10
2020-10-07,0.0,2020,10
2020-10-10,3.0,2020,10
2020-10-10,0.0,2020,10
2020-10-10,0.0,2020,10
2020-10-13,3.0,2020,10
2020-10-13,0.0,2020,10
2020-10-15,2.0,2020,10
2020-10-15,0.0,2020,10
2020-10-19,4.0,2020,10
2020-10-19,0.0,2020,10
2020-10-22,3.0,2020,10
2020-10-25,3.0,2020,10
2020-10-25,0.0,2020,10
2020-10-31,6.0,2020,10
2020-10-31,0.0,2020,10
2020-11-03,3.0,2020,11
2020-11-03,0.0,2020,11
2020-11-03,0.0,2020,11
2020-11-06,3.0,2020,11
2020-11-06,0.0,2020,11
2020-11-12,6.0,2020,11
2020-11-12,0.0,2020,11
2020-11-12,0.0,2020,11
2020-11-12,0.0,2020,11
2020-11-15,3.0,2020,11
2020-11-17,2.0,2020,11
2020-11-17,0.0,2020,11
2020-11-18,1.0,2020,11
2020-11-18,0.0,2020,11
2020-11-21,3.0,2020,11
2020-11-21,0.0,2020,11
2020-11-24,3.0,2020,11
2020-11-24,0.0,2020,11
2020-11-26,2.0,2020,11
2020-11-26,0.0,2020,11
2020-11-27,1.0,2020,11
2020-11-30,3.0,2020,11
2020-11-30,0.0,2020,11
2020-12-06,6.0,2020,12
2020-12-06,0.0,2020,12
2020-12-09,3.0,2020,12
2020-12-12,3.0,2020,12
2020-12-12,0.0,2020,12
2020-12-15,3.0,2020,12
2020-12-15,0.0,2020,12
2020-12-18,3.0,2020,12
2020-12-18,0.0,2020,12
2020-12-21,3.0,2020,12
2020-12-24,3.0,2020,12
2020-12-24,0.0,2020,12
2020-12-24,0.0,2020,12
2020-12-24,0.0,2020,12
2020-12-29,5.0,2020,12
2020-12-29,0.0,2020,12
2020-12-30,1.0,2020,12
2020-12-30,0.0,2020,12
2021-01-02,3.0,2021,1
2021-01-02,0.0,2021,1
2021-01-02,0.0,2021,1
2021-01-05,3.0,2021,1
2021-01-05,0.0,2021,1
2021-01-07,2.0,2021,1
2021-01-07,0.0,2021,1
2021-01-11,4.0,2021,1
2021-01-11,0.0,2021,1
2021-01-14,3.0,2021,1
2021-01-17,3.0,2021,1
2021-01-17,0.0,2021,1
2021-01-23,6.0,2021,1
2021-01-23,0.0,2021,1
2021-01-26,3.0,2021,1
2021-01-26,0.0,2021,1
2021-01-26,0.0,2021,1
2021-01-29,3.0,2021,1
2021-01-29,0.0,2021,1
2021-02-04,6.0,2021,2
2021-02-04,0.0,2021,2
2021-02-07,3.0,2021,2
2021-02-09,2.0,2021,2
2021-02-09,0.0,2021,2
2021-02-10,1.0,2021,2
2021-02-10,0.0,2021,2
2021-02-13,3.0,2021,2
2021-02-13,0.0,2021,2
2021-02-16,3.0,2021,2
2021-02-16,0.0,2021,2
2021-02-18,2.0,2021,2
2021-02-18,0.0,2021,2
2021-02-19,1.0,2021,2
2021-02-22,3.0,2021,2
2021-02-22,0.0,2021,2
2021-02-28,6.0,2021,2
2021-02-28,0.0,2021,2
2021-03-03,3.0,2021,3
2021-03-06,3.0,2021,3
2021-03-06,0.0,2021,3
2021-03-09,3.0,2021,3
2021-03-09,0.0,2021,3
2021-03-12,3.0,2021,3
2021-03-12,0.0,2021,3
2021-03-15,3.0,2021,3
2021-03-18,3.0,2021,3
2021-03-18,0.0,2021,3
2021-03-18,0.0,2021,3
2021-03-23,5.0,2021,3
2021-03-23,0.0,2021,3
2021-03-24,1.0,2021,3
2021-03-24,0.0,2021,3
2021-03-27,3.0,2021,3
2021-03-27,0.0,2021,3
2021-03-27,0.0,2021,3
2021-03-30,3.0,2021,3
2021-03-30,0.0,2021,3
2021-04-01,2.0,2021,4
2021-04-01,0.0,2021,4
2021-04-05,4.0,2021,4
2021-04-05,0.0,2021,4
2021-04-08,3.0,2021,4
2021-04-11,3.0,2021,4
2021-04-11,0.0,2021,4
2021-04-17,6.0,2021,4
2021-04-17,0.0,2021,4
2021-04-20,3.0,2021,4
2021-04-20,0.0,2021,4
2021-04-20,0.0,2021,4
2021-04-23,3.0,2021,4
2021-04-23,0.0,2021,4
2021-04-29,6.0,2021,4
2021-04-29,0.0,2021,4
2021-04-29,0.0,2021,4
2021-05-02,3.0,2021,5
2021-05-04,2.0,2021,5
2021-05-04,0.0,2021,5
2021-05-05,1.0,2021,5
2021-05-05,0.0,2021,5
2021-05-08,3.0,2021,5
2021-05-08,0.0,2021,5
2021-05-11,3.0,2021,5
2021-05-11,0.0,2021,5
2021-05-13,2.0,2021,5
2021-05-13,0.0,2021,5
2021-05-14,1.0,2021,5
2021-05-17,3.0,2021,5
2021-05-17,0.0,2021,5
2021-05-23,6.0,2021,5
2021-05-23,0.0,2021,5
2021-05-26,3.0,2021,5
2021-05-29,3.0,2021,5
2021-05-29,0.0,2021,5
2021-06-01,3.0,2021,6
2021-06-01,0.0,2021,6
2021-06-04,3.0,2021,6
2021-06-04,0.0,2021,6
2021-06-07,3.0,2021,6
2021-06-10,3.0,2021,6
2021-06-10,0.0,2021,6
2021-06-10,0.0,2021,6
2021-06-15,5.0,2021,6
2021-06-15,0.0,2021,6
2021-06-16,1.0,2021,6
2021-06-16,0.0,2021,6
2021-06-19,3.0,2021,6
2021-06-19,0.0,2021,6
2021-06-19,0.0,2021,6
2021-06-22,3.0,2021,6
2021-06-22,0.0,2021,6
2021-06-24,2.0,2021,6
2021-06-24,0.0,2021,6
2021-06-28,4.0,2021,6
2021-06-28,0.0,2021,6
2021-06-29,1.0,2021,6
2021-06-29,0.0,2021,6
2021-07-01,2.0,2021,7
2021-07-04,3.0,2021,7
2021-07-04,0.0,2021,7
2021-07-08,4.0,2021,7
2021-07-08,0.0,2021,7
2021-07-10,2.0,2021,7
2021-07-10,0.0,2021,7
2021-07-13,3.0,2021,7
2021-07-13,0.0,2021,7
2021-07-13,0.0,2021,7
2021-07-16,3.0,2021,7
2021-07-16,0.0,2021,7
2021-07-17,1.0,2021,7
2021-07-17,0.0,2021,7
2021-07-22,5.0,2021,7
2021-07-22,0.0,2021,7
2021-07-25,3.0,2021,7
2021-07-28,3.0,2021,7
2021-07-28,0.0,2021,7
2021-08-03,6.0,2021,8
2021-08-03,0.0,2021,8
2021-08-06,3.0,2021,8
2021-08-09,3.0,2021,8
2021-08-09,0.0,2021,8
2021-08-10,1.0,2021,8
2021-08-10,0.0,2021,8
2021-08-15,5.0,2021,8
2021-08-15,0.0,2021,8
2021-08-18,3.0,2021,8
2021-08-19,1.0,2021,8
2021-08-19,0.0,2021,8
2021-08-21,2.0,2021,8
2021-08-21,0.0,2021,8
2021-08-24,3.0,2021,8
2021-08-24,0.0,2021,8
2021-08-27,3.0,2021,8
2021-08-27,0.0,2021,8
2021-08-28,1.0,2021,8
2021-08-28,0.0,2021,8
2021-08-30,2.0,2021,8
2021-09-02,3.0,2021,9
2021-09-02,0.0,2021,9
2021-09-02,0.0,2021,9
2021-09-02,0.0,2021,9
2021-09-08,6.0,2021,9
2021-09-08,0.0,2021,9
2021-09-11,3.0,2021,9
2021-09-14,3.0,2021,9
2021-09-14,0.0,2021,9
2021-09-15,1.0,2021,9
2021-09-20,5.0,2021,9
2021-09-20,0.0,2021,9
2021-09-21,1.0,2021,9
2021-09-21,0.0,2021,9
2021-09-23,2.0,2021,9
2021-09-26,3.0,2021,9
2021-09-26,0.0,2021,9
2021-09-30,4.0,2021,9
2021-09-30,0.0,2021,9
2021-10-02,2.0,2021,10
2021-10-02,0.0,2021,10
2021-10-05,3.0,2021,10
2021-10-05,0.0,2021,10
2021-10-08,3.0,2021,10
2021-10-08,0.0,2021,10
2021-10-09,1.0,2021,10
2021-10-09,0.0,2021,10
2021-10-14,5.0,2021,10
2021-10-14,0.0,2021,10
2021-10-14,0.0,2021,10
2021-10-14,0.0,2021,10
2021-10-17,3.0,2021,10
2021-10-20,3.0,2021,10
2021-10-20,0.0,2021,10
2021-10-26,6.0,2021,10
2021-10-26,0.0,2021,10
2021-10-29,3.0,2021,10
2021-11-01,3.0,2021,11
2021-11-01,0.0,2021,11
2021-11-02,1.0,2021,11
2021-11-02,0.0,2021,11
2021-11-07,5.0,2021,11
2021-11-07,0.0,2021,11
2021-11-10,3.0,2021,11
2021-11-11,1.0,2021,11
2021-11-11,0.0,2021,11
2021-11-13,2.0,2021,11
2021-11-13,0.0,2021,11
2021-11-16,3.0,2021,11
2021-11-16,0.0,2021,11
2021-11-19,3.0,2021,11
2021-11-19,0.0,2021,11
2021-11-20,1.0,2021,11
2021-11-20,0.0,2021,11
2021-11-22,2.0,2021,11
2021-11-25,3.0,2021,11
2021-11-25,0.0,2021,11
2021-11-25,0.0,2021,11
2021-11-25,0.0,2021,11
2021-12-01,6.0,2021,12
2021-12-01,0.0,2021,12
2021-12-04,3.0,2021,12
2021-12-07,3.0,2021,12
2021-12-07,0.0,2021,12
2021-12-13,6.0,2021,12
2021-12-13,0.0,2021,12
2021-12-14,1.0,2021,12
2021-12-14,0.0,2021,12
2021-12-16,2.0,2021,12
2021-12-19,3.0,2021,12
2021-12-19,0.0,2021,12
2021-12-23,4.0,2021,12
2021-12-23,0.0,2021,12
2021-12-25,2.0,2021,12
2021-12-25,0.0,2021,12
2021-12-28,3.0,2021,12
2021-12-28,0.0,2021,12
2021-12-28,0.0,2021,12
2021-12-31,3.0,2021,12
2021-12-31,0.0,2021,12
2022-01-01,1.0,2022,1
2022-01-01,0.0,2022,1
2022-01-06,5.0,2022,1
2022-01-06,0.0,2022,1
2022-01-06,0.0,2022,1
2022-01-06,0.0,2022,1
2022-01-09,3.0,2022,1
2022-01-12,3.0,2022,1
2022-01-12,0.0,2022,1
2022-01-18,6.0,2022,1
2022-01-18,0.0,2022,1
2022-01-21,3.0,2022,1
2022-01-24,3.0,2022,1
2022-01-24,0.0,2022,1
2022-01-25,1.0,2022,1
2022-01-30,5.0,2022,1
2022-01-30,0.0,2022,1
2022-02-02,3.0,2022,2
2022-02-03,1.0,2022,2
2022-02-03,0.0,2022,2
2022-02-05,2.0,2022,2
2022-02-05,0.0,2022,2
2022-02-08,3.0,2022,2
2022-02-08,0.0,2022,2
2022-02-11,3.0,2022,2
2022-02-11,0.0,2022,2
2022-02-12,1.0,2022,2
2022-02-12,0.0,2022,2
2022-02-14,2.0,2022,2
2022-02-17,3.0,2022,2
2022-02-17,0.0,2022,2
2022-02-17,0.0,2022,2
2022-02-23,6.0,2022,2
2022-02-23,0.0,2022,2
2022-02-26,3.0,2022,2
2022-03-01,3.0,2022,3
2022-03-01,0.0,2022,3
2022-03-07,6.0,2022,3
2022-03-07,0.0,2022,3
2022-03-08,1.0,2022,3
2022-03-08,0.0,2022,3
2022-03-10,2.0,2022,3
2022-03-13,3.0,2022,3
2022-03-13,0.0,2022,3
2022-03-17,4.0,2022,3
2022-03-17,0.0,2022,3
2022-03-19,2.0,2022,3
2022-03-19,0.0,2022,3
2022-03-22,3.0,2022,3
2022-03-22,0.0,2022,3
2022-03-22,0.0,2022,3
2022-03-25,3.0,2022,3
2022-03-25,0.0,2022,3
2022-03-26,1.0,2022,3
2022-03-26,0.0,2022,3
2022-03-31,5.0,2022,3
2022-03-31,0.0,2022,3
2022-04-03,3.0,2022,4
2022-04-06,3.0,2022,4
2022-04-06,0.0,2022,4
2022-04-12,6.0,2022,4
2022-04-12,0.0,2022,4
2022-04-15,3.0,2022,4
2022-04-18,3.0,2022,4
2022-04-18,0.0,2022,4
2022-04-19,1.0,2022,4
2022-04-27,8.0,2022,4
2022-04-28,1.0,2022,4
2022-04-30,2.0,2022,4
2022-04-30,0.0,2022,4
2022-05-03,3.0,2022,5
2022-05-03,0.0,2022,5
2022-05-06,3.0,2022,5
2022-05-06,0.0,2022,5
2022-05-07,1.0,2022,5
2022-05-07,0.0,2022,5
2022-05-09,2.0,2022,5
2022-05-12,3.0,2022,5
2022-05-12,0.0,2022,5
2022-05-12,0.0,2022,5
2022-05-12,0.0,2022,5
2022-05-18,6.0,2022,5
2022-05-18,0.0,2022,5
2022-05-21,3.0,2022,5
2022-05-30,9.0,2022,5
2022-05-30,0.0,2022,5
2022-05-31,1.0,2022,5
2022-05-31,0.0,2022,5
2022-06-02,2.0,2022,6
2022-06-05,3.0,2022,6
2022-06-05,0.0,2022,6
2022-06-09,4.0,2022,6
2022-06-09,0.0,2022,6
2022-06-11,2.0,2022,6
2022-06-11,0.0,2022,6
2022-06-14,3.0,2022,6
2022-06-14,0.0,2022,6
2022-06-14,0.0,2022,6
2022-06-17,3.0,2022,6
2022-06-17,0.0,2022,6
2022-06-18,1.0,2022,6
2022-06-18,0.0,2022,6
2022-06-23,5.0,2022,6
2022-06-23,0.0,2022,6
2022-06-26,3.0,2022,6
2022-06-28,2.0,2022,6
2022-06-28,0.0,2022,6
2022-06-29,1.0,2022,6
2022-06-29,0.0,2022,6
2022-07-05,6.0,2022,7
2022-07-05,0.0,2022,7
2022-07-07,2.0,2022,7
2022-07-08,1.0,2022,7
2022-07-11,3.0,2022,7
2022-07-11,0.0,2022,7
2022-07-12,1.0,2022,7
2022-07-12,0.0,2022,7
2022-07-16,4.0,2022,7
2022-07-16,0.0,2022,7
2022-07-17,1.0,2022,7
2022-07-17,0.0,2022,7
2022-07-20,3.0,2022,7
2022-07-21,1.0,2022,7
2022-07-21,0.0,2022,7
2022-07-23,2.0,2022,7
2022-07-23,0.0,2022,7
2022-07-29,6.0,2022,7
2022-07-29,0.0,2022,7
2022-08-01,3.0,2022,8
2022-08-04,3.0,2022,8
2022-08-04,0.0,2022,8
2022-08-09,5.0,2022,8
2022-08-09,0.0,2022,8
2022-08-10,1.0,2022,8
2022-08-10,0.0,2022,8
2022-08-13,3.0,2022,8
2022-08-16,3.0,2022,8
2022-08-16,0.0,2022,8
2022-08-18,2.0,2022,8
2022-08-22,4.0,2022,8
2022-08-22,0.0,2022,8
2022-08-23,1.0,2022,8
2022-08-23,0.0,2022,8
2022-08-25,2.0,2022,8
2022-08-27,2.0,2022,8
2022-08-27,0.0,2022,8
2022-08-28,1.0,2022,8
2022-08-28,0.0,2022,8
2022-09-01,4.0,2022,9
2022-09-01,0.0,2022,9
2022-09-03,2.0,2022,9
2022-09-03,0.0,2022,9
2022-09-06,3.0,2022,9
2022-09-14,8.0,2022,9
2022-09-15,1.0,2022,9
2022-09-15,0.0,2022,9
2022-09-18,3.0,2022,9
2022-09-20,2.0,2022,9
2022-09-20,0.0,2022,9
2022-09-21,1.0,2022,9
2022-09-21,0.0,2022,9
2022-09-27,6.0,2022,9
2022-09-27,0.0,2022,9
2022-09-29,2.0,2022,9
2022-09-29,0.0,2022,9
2022-09-30,1.0,2022,9
2022-10-03,3.0,2022,10
2022-10-03,0.0,2022,10
2022-10-04,1.0,2022,10
2022-10-04,0.0,2022,10
2022-10-08,4.0,2022,10
2022-10-08,0.0,2022,10
2022-10-09,1.0,2022,10
2022-10-09,0.0,2022,10
2022-10-12,3.0,2022,10
2022-10-13,1.0,2022,10
2022-10-13,0.0,2022,10
2022-10-21,8.0,2022,10
2022-10-21,0.0,2022,10
2022-10-24,3.0,2022,10
2022-10-27,3.0,2022,10
2022-10-27,0.0,2022,10
2022-11-01,5.0,2022,11
2022-11-01,0.0,2022,11
2022-11-02,1.0,2022,11
2022-11-02,0.0,2022,11
2022-11-05,3.0,2022,11
2022-11-08,3.0,2022,11
2022-11-08,0.0,2022,11
2022-11-10,2.0,2022,11
2022-11-10,0.0,2022,11
2022-11-14,4.0,2022,11
2022-11-14,0.0,2022,11
2022-11-15,1.0,2022,11
2022-11-15,0.0,2022,11
2022-11-17,2.0,2022,11
2022-11-19,2.0,2022,11
2022-11-19,0.0,2022,11
2022-11-20,1.0,2022,11
2022-11-20,0.0,2022,11
2022-11-24,4.0,2022,11
2022-11-24,0.0,2022,11
2022-11-26,2.0,2022,11
2022-11-26,0.0,2022,11
2022-11-29,3.0,2022,11
2022-12-02,3.0,2022,12
2022-12-02,0.0,2022,12
2022-12-08,6.0,2022,12
2022-12-08,0.0,2022,12
2022-12-11,3.0,2022,12
2022-12-13,2.0,2022,12
2022-12-13,0.0,2022,12
2022-12-14,1.0,2022,12
2022-12-14,0.0,2022,12
2022-12-22,8.0,2022,12
2022-12-22,0.0,2022,12
2022-12-23,1.0,2022,12
2022-12-26,3.0,2022,12
2022-12-26,0.0,2022,12
2022-12-27,1.0,2022,12
2022-12-27,0.0,2022,12
2022-12-31,4.0,2022,12
2022-12-31,0.0,2022,12
2023-01-01,1.0,2023,1
2023-01-01,0.0,2023,1
2023-01-04,3.0,2023,1
2023-01-05,1.0,2023,1
2023-01-05,0.0,2023,1
2023-01-07,2.0,2023,1
2023-01-07,0.0,2023,1
2023-01-13,6.0,2023,1
2023-01-13,0.0,2023,1
2023-01-16,3.0,2023,1
2023-01-19,3.0,2023,1
2023-01-19,0.0,2023,1
2023-01-24,5.0,2023,1
2023-01-24,0.0,2023,1
2023-01-25,1.0,2023,1
2023-01-25,0.0,2023,1
2023-01-28,3.0,2023,1
2023-01-31,3.0,2023,1
2023-01-31,0.0,2023,1
2023-02-02,2.0,2023,2
2023-02-02,0.0,2023,2
2023-02-06,4.0,2023,2
2023-02-06,0.0,2023,2
2023-02-07,1.0,2023,2
2023-02-07,0.0,2023,2
2023-02-09,2.0,2023,2
2023-02-11,2.0,2023,2
2023-02-11,0.0,2023,2
2023-02-16,5.0,2023,2
2023-02-16,0.0,2023,2
2023-02-18,2.0,2023,2
2023-02-18,0.0,2023,2
2023-02-21,3.0,2023,2
2023-02-24,3.0,2023,2
2023-02-24,0.0,2023,2
2023-03-02,6.0,2023,3
2023-03-02,0.0,2023,3
2023-03-05,3.0,2023,3
2023-03-07,2.0,2023,3
2023-03-07,0.0,2023,3
2023-03-08,1.0,2023,3
2023-03-08,0.0,2023,3
2023-03-14,6.0,2023,3
2023-03-14,0.0,2023,3
2023-03-16,2.0,2023,3
2023-03-16,0.0,2023,3
2023-03-17,1.0,2023,3
2023-03-21,4.0,2023,3
2023-03-21,0.0,2023,3
2023-03-25,4.0,2023,3
2023-03-25,0.0,2023,3
2023-03-26,1.0,2023,3
2023-03-26,0.0,2023,3
2023-03-30,4.0,2023,3
2023-03-30,0.0,2023,3
2023-04-07,8.0,2023,4
2023-04-07,0.0,2023,4
2023-04-10,3.0,2023,4
2023-04-13,3.0,2023,4
2023-04-13,0.0,2023,4
2023-04-18,5.0,2023,4
2023-04-19,1.0,2023,4
2023-04-19,0.0,2023,4
2023-04-22,3.0,2023,4
2023-04-25,3.0,2023,4
2023-04-25,0.0,2023,4
2023-04-26,1.0,2023,4
2023-05-01,5.0,2023,5
2023-05-01,0.0,2023,5
2023-05-02,1.0,2023,5
2023-05-02,0.0,2023,5
2023-05-04,2.0,2023,5
2023-05-06,2.0,2023,5
2023-05-06,0.0,2023,5
2023-05-07,1.0,2023,5
2023-05-07,0.0,2023,5
2023-05-11,4.0,2023,5
2023-05-11,0.0,2023,5
2023-05-13,2.0,2023,5
2023-05-13,0.0,2023,5
2023-05-16,3.0,2023,5
2023-05-19,3.0,2023,5
2023-05-19,0.0,2023,5
2023-05-24,5.0,2023,5
2023-05-25,1.0,2023,5
2023-05-25,0.0,2023,5
2023-05-28,3.0,2023,5
2023-05-30,2.0,2023,5
2023-05-31,1.0,2023,5
2023-05-31,0.0,2023,5
2023-06-06,6.0,2023,6
2023-06-06,0.0,2023,6
2023-06-07,1.0,2023,6
2023-06-08,1.0,2023,6
2023-06-09,1.0,2023,6
2023-06-13,4.0,2023,6
2023-06-13,0.0,2023,6
2023-06-17,4.0,2023,6
2023-06-17,0.0,2023,6
2023-06-21,4.0,2023,6
2023-06-24,3.0,2023,6
2023-06-24,0.0,2023,6
2023-06-30,6.0,2023,6
2023-06-30,0.0,2023,6
2023-07-03,3.0,2023,7
2023-07-05,2.0,2023,7
2023-07-06,1.0,2023,7
2023-07-06,0.0,2023,7
2023-07-06,0.0,2023,7
2023-07-11,5.0,2023,7
2023-07-11,0.0,2023,7
2023-07-12,1.0,2023,7
2023-07-12,0.0,2023,7
2023-07-15,3.0,2023,7
2023-07-15,0.0,2023,7
2023-07-15,0.0,2023,7
2023-07-18,3.0,2023,7
2023-07-18,0.0,2023,7
2023-07-24,6.0,2023,7
2023-07-24,0.0,2023,7
2023-07-27,3.0,2023,7
2023-07-30,3.0,2023,7
2023-07-30,0.0,2023,7
2023-08-02,3.0,2023,8
2023-08-05,3.0,2023,8
2023-08-05,0.0,2023,8
2023-08-08,3.0,2023,8
2023-08-08,0.0,2023,8
2023-08-11,3.0,2023,8
2023-08-11,0.0,2023,8
2023-08-16,5.0,2023,8
2023-08-17,1.0,2023,8
2023-08-17,0.0,2023,8
2023-08-20,3.0,2023,8
2023-08-22,2.0,2023,8
2023-08-22,0.0,2023,8
2023-08-23,1.0,2023,8
2023-08-23,0.0,2023,8
2023-08-26,3.0,2023,8
2023-08-26,0.0,2023,8
2023-08-29,3.0,2023,8
2023-08-29,0.0,2023,8
2023-08-31,2.0,2023,8
2023-08-31,0.0,2023,8
2023-09-01,1.0,2023,9
2023-09-04,3.0,2023,9
2023-09-04,0.0,2023,9
2023-09-10,6.0,2023,9
2023-09-10,0.0,2023,9
2023-09-13,3.0,2023,9
2023-09-16,3.0,2023,9
2023-09-16,0.0,2023,9
2023-09-19,3.0,2023,9
2023-09-22,3.0,2023,9
2023-09-22,0.0,2023,9
2023-09-25,3.0,2023,9
2023-09-27,2.0,2023,9
2023-09-28,1.0,2023,9
2023-09-28,0.0,2023,9
2023-09-28,0.0,2023,9
2023-10-03,5.0,2023,10
2023-10-03,0.0,2023,10
2023-10-04,1.0,2023,10
2023-10-04,0.0,2023,10
2023-10-07,3.0,2023,10
2023-10-10,3.0,2023,10
2023-10-10,0.0,2023,10
2023-10-11,1.0,2023,10
2023-10-16,5.0,2023,10
2023-10-16,0.0,2023,10
2023-10-19,3.0,2023,10
2023-10-22,3.0,2023,10
2023-10-22,0.0,2023,10
2023-10-31,9.0,2023,10
2023-10-31,0.0,2023,10
2023-11-03,3.0,2023,11
2023-11-03,0.0,2023,11
2023-11-08,5.0,2023,11
2023-11-09,1.0,2023,11
2023-11-09,0.0,2023,11
2023-11-12,3.0,2023,11
2023-11-14,2.0,2023,11
2023-11-14,0.0,2023,11
2023-11-15,1.0,2023,11
2023-11-15,0.0,2023,11
2023-11-18,3.0,2023,11
2023-11-18,0.0,2023,11
2023-11-24,6.0,2023,11
2023-11-27,3.0,2023,11
2023-11-27,0.0,2023,11
2023-12-06,9.0,2023,12
2023-12-06,0.0,2023,12
2023-12-09,3.0,2023,12
2023-12-09,0.0,2023,12
2023-12-12,3.0,2023,12
2023-12-18,6.0,2023,12
2023-12-21,3.0,2023,12
2023-12-21,0.0,2023,12
2023-12-21,0.0,2023,12
2023-12-26,5.0,2023,12
2023-12-26,0.0,2023,12
2023-12-30,4.0,2023,12
2024-01-02,3.0,2024,1
2024-01-02,0.0,2024,1
2024-01-03,1.0,2024,1
2024-01-11,8.0,2024,1
2024-01-14,3.0,2024,1
2024-01-14,0.0,2024,1
2024-01-17,3.0,2024,1
2024-01-20,3.0,2024,1
2024-01-20,0.0,2024,1
2024-01-23,3.0,2024,1
2024-01-23,0.0,2024,1
2024-01-26,3.0,2024,1
2024-01-26,0.0,2024,1
2024-01-31,5.0,2024,1
2024-02-01,1.0,2024,2
2024-02-01,0.0,2024,2
2024-02-01,0.0,2024,2
2024-02-04,3.0,2024,2
2024-02-06,2.0,2024,2
2024-02-06,0.0,2024,2
2024-02-07,1.0,2024,2
2024-02-07,0.0,2024,2
2024-02-10,3.0,2024,2
2024-02-10,0.0,2024,2
2024-02-13,3.0,2024,2
2024-02-13,0.0,2024,2
2024-02-14,1.0,2024,2
2024-02-16,2.0,2024,2
2024-02-25,9.0,2024,2
2024-02-25,0.0,2024,2
2024-02-28,3.0,2024,2
2024-02-28,0.0,2024,2
2024-03-02,3.0,2024,3
2024-03-02,0.0,2024,3
2024-03-05,3.0,2024,3
2024-03-08,3.0,2024,3
2024-03-08,0.0,2024,3
2024-03-11,3.0,2024,3
2024-03-13,2.0,2024,3
2024-03-14,1.0,2024,3
2024-03-14,0.0,2024,3
2024-03-14,0.0,2024,3
2024-03-19,5.0,2024,3
2024-03-19,0.0,2024,3
2024-03-20,1.0,2024,3
2024-03-20,0.0,2024,3
2024-03-23,3.0,2024,3
2024-03-26,3.0,2024,3
2024-03-26,0.0,2024,3
2024-03-27,1.0,2024,3
2024-04-01,5.0,2024,4
2024-04-01,0.0,2024,4
2024-04-04,3.0,2024,4
2024-04-07,3.0,2024,4
2024-04-07,0.0,2024,4
2024-04-10,3.0,2024,4
2024-04-16,6.0,2024,4
2024-04-19,3.0,2024,4
2024-04-19,0.0,2024,4
2024-04-24,5.0,2024,4
2024-04-28,4.0,2024,4
2024-05-01,3.0,2024,5
2024-05-01,0.0,2024,5
2024-05-04,3.0,2024,5
2024-05-04,0.0,2024,5
2024-05-08,4.0,2024,5
2024-05-10,2.0,2024,5
2024-05-19,9.0,2024,5
2024-05-19,0.0,2024,5
2024-05-22,3.0,2024,5
2024-05-22,0.0,2024,5
2024-05-25,3.0,2024,5
2024-05-25,0.0,2024,5
2024-05-31,6.0,2024,5
2024-05-31,0.0,2024,5
2024-06-03,3.0,2024,6
2024-06-06,3.0,2024,6
2024-06-06,0.0,2024,6
2024-06-12,6.0,2024,6
2024-06-12,0.0,2024,6
2024-06-15,3.0,2024,6
2024-06-15,0.0,2024,6
2024-06-15,0.0,2024,6
2024-06-18,3.0,2024,6
2024-06-18,0.0,2024,6
2024-06-19,1.0,2024,6
2024-06-20,1.0,2024,6
2024-06-20,0.0,2024,6
2024-06-24,4.0,2024,6
2024-06-24,0.0,2024,6
2024-06-27,3.0,2024,6
2024-07-03,6.0,2024,7
2024-07-09,6.0,2024,7
2024-07-12,3.0,2024,7
2024-07-12,0.0,2024,7
2024-07-13,1.0,2024,7
2024-07-13,0.0,2024,7
2024-07-17,4.0,2024,7
2024-07-21,4.0,2024,7
2024-07-24,3.0,2024,7
2024-07-24,0.0,2024,7
2024-07-27,3.0,2024,7
2024-07-27,0.0,2024,7
2024-07-31,4.0,2024,7
2024-08-02,2.0,2024,8
2024-08-05,3.0,2024,8
2024-08-05,0.0,2024,8
2024-08-05,0.0,2024,8
2024-08-10,5.0,2024,8
2024-08-11,1.0,2024,8
2024-08-11,0.0,2024,8
2024-08-14,3.0,2024,8
2024-08-14,0.0,2024,8
